t, ref_c, dmm_c, humidity, v
1689102061.2475786, 24.02, 40.6797, 53.835, 7.045669805E+00
1689102062.666104, 24.017, 40.6794, 53.846, 7.045668588E+00
1689102064.084636, 24.014, 40.6792, 53.847, 7.045667180E+00
1689102065.5029924, 24.031, 40.6793, 53.86, 7.045668398E+00
1689102066.9214997, 24.029, 40.6784, 53.873, 7.045667533E+00
1689102068.3400166, 24.026, 40.6785, 53.887, 7.045669749E+00
1689102069.758517, 24.031, 40.6786, 53.902, 7.045670029E+00
1689102071.1770303, 24.025, 40.6784, 53.916, 7.045670278E+00
1689102072.5952768, 24.029, 40.678, 53.935, 7.045668691E+00
1689102074.0138, 24.035, 40.6779, 53.946, 7.045667842E+00
1689102075.4321551, 24.029, 40.6775, 53.967, 7.045666718E+00
1689102076.8506815, 24.031, 40.6769, 53.981, 7.045668718E+00
1689102078.2691717, 24.032, 40.6768, 53.998, 7.045669935E+00
1689102079.6876774, 24.035, 40.6765, 54.025, 7.045668252E+00
1689102081.105989, 24.035, 40.6762, 54.04, 7.045669516E+00
1689102082.5244954, 24.041, 40.6767, 54.061, 7.045669287E+00
1689102083.9428756, 24.046, 40.6768, 54.089, 7.045668681E+00
1689102085.3613803, 24.049, 40.6765, 54.107, 7.045667171E+00
1689102086.7798676, 24.043, 40.6757, 54.123, 7.045668691E+00
1689102088.1984253, 24.051, 40.6755, 54.138, 7.045669985E+00
1689102089.6167343, 24.049, 40.6753, 54.161, 7.045669563E+00
1689102091.03527, 24.046, 40.6756, 54.171, 7.045670225E+00
1689102092.4538355, 24.057, 40.6753, 54.185, 7.045669825E+00
1689102093.8720944, 24.052, 40.6751, 54.193, 7.045593807E+00
1689102095.2905972, 24.06, 40.6744, 54.201, 7.045670145E+00
1689102096.709194, 24.057, 40.6748, 54.212, 7.045669659E+00
1689102098.127438, 24.058, 40.6742, 54.223, 7.045670285E+00
1689102099.5459797, 24.054, 40.6743, 54.222, 7.045670048E+00
1689102100.9644928, 24.06, 40.6732, 54.226, 7.045668941E+00
1689102102.3827775, 24.063, 40.6737, 54.236, 7.045667657E+00
