t, ref_c, humidity, v
1689104831.018531, 24.654, 52.835, 1.000038719e+01
1689104832.4369712, 24.654, 52.824, 1.000044346e+01
1689104833.8553777, 24.653, 52.828, 1.000001431e+01
1689104835.2738616, 24.648, 52.82, 1.000013065e+01
1689104836.6923966, 24.648, 52.808, 1.000013638e+01
1689104838.110885, 24.65, 52.804, 1.000012589e+01
1689104839.5292594, 24.654, 52.803, 1.000025940e+01
1689104840.9479542, 24.653, 52.795, 1.000004578e+01
1689104842.366242, 24.647, 52.782, 1.000004292e+01
1689104843.7847404, 24.647, 52.778, 1.000017548e+01
1689104845.203071, 24.647, 52.775, 1.000034046e+01
1689104846.621738, 24.645, 52.774, 1.000025845e+01
1689104848.0400991, 24.648, 52.767, 1.000027180e+01
1689104849.4585679, 24.644, 52.758, 1.000055218e+01
1689104850.876972, 24.642, 52.756, 1.000058842e+01
1689104852.2954588, 24.64, 52.75, 1.000047684e+01
1689104853.7140782, 24.624, 52.747, 1.000072193e+01
1689104855.1325512, 24.622, 52.734, 1.000054359e+01
1689104856.5508847, 24.624, 52.729, 1.000060368e+01
1689104857.96938, 24.625, 52.721, 1.000049496e+01
1689104859.3878376, 24.619, 52.717, 1.000061131e+01
1689104860.8061724, 24.607, 52.71, 1.000059128e+01
1689104862.2246964, 24.604, 52.702, 1.000060558e+01
1689104863.643177, 24.611, 52.703, 1.000071049e+01
1689104865.0615377, 24.61, 52.701, 1.000067520e+01
1689104866.4800384, 24.601, 52.697, 1.000065041e+01
1689104867.8985484, 24.602, 52.699, 1.000051117e+01
1689104869.3170636, 24.607, 52.69, 1.000073910e+01
1689104870.7353868, 24.599, 52.698, 1.000053501e+01
1689104872.1539156, 24.604, 52.699, 1.000068283e+01
1689104873.5723681, 24.607, 52.702, 1.000055122e+01
1689104874.9909267, 24.599, 52.695, 1.000064182e+01
1689104876.4094484, 24.596, 52.697, 1.000050068e+01
1689104877.8277788, 24.591, 52.687, 1.000039387e+01
1689104879.2462635, 24.59, 52.683, 1.000049210e+01
1689104880.664793, 24.587, 52.691, 1.000026226e+01
1689104882.083129, 24.591, 52.685, 1.000014782e+01
1689104883.5016215, 24.593, 52.685, 1.000003719e+01
1689104884.9201517, 24.587, 52.683, 1.000025654e+01
1689104886.3386729, 24.587, 52.684, 1.000015736e+01
1689104887.7570965, 24.585, 52.694, 1.000002003e+01
1689104889.175505, 24.584, 52.693, 1.000013161e+01
1689104890.5941274, 24.588, 52.693, 1.000028896e+01
1689104892.0125387, 24.587, 52.695, 1.000020123e+01
1689104893.4310527, 24.578, 52.697, 1.000010395e+01
1689104894.849389, 24.576, 52.691, 1.000025463e+01
1689104896.2680898, 24.578, 52.686, 1.000042534e+01
1689104897.6866038, 24.567, 52.692, 1.000055981e+01
1689104899.1049016, 24.564, 52.696, 1.000046062e+01
1689104900.5232313, 24.567, 52.694, 1.000049496e+01
1689104901.9417644, 24.559, 52.696, 1.000036526e+01
1689104903.3602622, 24.568, 52.693, 1.000060463e+01
1689104904.7788494, 24.556, 52.692, 1.000061512e+01
1689104906.1971207, 24.556, 52.701, 1.000036335e+01
1689104907.6156027, 24.556, 52.697, 1.000051975e+01
1689104909.0341234, 24.552, 52.705, 1.000050068e+01
1689104910.452628, 24.552, 52.699, 1.000044060e+01
1689104911.8711696, 24.547, 52.696, 1.000054550e+01
1689104913.2895465, 24.547, 52.701, 1.000067616e+01
1689104914.708138, 24.544, 52.696, 1.000077343e+01
1689104916.1265175, 24.535, 52.698, 1.000063801e+01
1689104917.5448, 24.538, 52.699, 1.000050640e+01
1689104918.9633512, 24.533, 52.701, 1.000058556e+01
1689104920.3818552, 24.529, 52.699, 1.000055504e+01
1689104921.800194, 24.53, 52.695, 1.000039482e+01
1689104923.2187388, 24.53, 52.693, 1.000037956e+01
1689104924.6372473, 24.527, 52.695, 1.000035286e+01
1689104926.0555477, 24.527, 52.689, 1.000045681e+01
1689104927.474043, 24.529, 52.695, 1.000003338e+01
1689104928.8926222, 24.533, 52.691, 1.000000477e+01
1689104930.3113508, 24.536, 52.698, 1.000003052e+01
1689104931.7296395, 24.527, 52.696, 1.000014400e+01
1689104933.147925, 24.527, 52.697, 1.000014877e+01
1689104934.5664225, 24.532, 52.695, 1.000003338e+01
1689104935.9847796, 24.529, 52.691, 9.999750137e+00
1689104937.4032848, 24.526, 52.684, 9.999699593e+00
1689104938.8217843, 24.521, 52.672, 9.999836922e+00
1689104940.2401803, 24.522, 52.669, 9.999866486e+00
1689104941.6586268, 24.524, 52.668, 9.999889374e+00
1689104943.0771534, 24.522, 52.659, 1.000033855e+01
1689104944.4956625, 24.521, 52.653, 1.000045395e+01
1689104945.913964, 24.518, 52.644, 1.000037861e+01
1689104947.3325183, 24.509, 52.644, 1.000040054e+01
1689104948.7510462, 24.51, 52.647, 1.000053215e+01
1689104950.1693563, 24.507, 52.64, 1.000042248e+01
1689104951.5879185, 24.499, 52.629, 1.000054359e+01
1689104953.006375, 24.498, 52.617, 1.000054741e+01
1689104954.4247072, 24.51, 52.62, 1.000067139e+01
1689104955.8432245, 24.501, 52.609, 1.000054646e+01
1689104957.261694, 24.499, 52.608, 1.000065899e+01
1689104958.6802425, 24.504, 52.605, 1.000057793e+01
1689104960.0985847, 24.501, 52.606, 1.000058842e+01
1689104961.5170925, 24.493, 52.6, 1.000069904e+01
1689104962.9359412, 24.501, 52.597, 1.000069237e+01
1689104964.3541498, 24.499, 52.594, 1.000055122e+01
1689104965.7724497, 24.492, 52.592, 1.000040340e+01
1689104967.1910174, 24.496, 52.593, 1.000047779e+01
1689104968.6092434, 24.493, 52.599, 1.000045109e+01
1689104970.0278184, 24.496, 52.589, 1.000056362e+01
1689104971.4463089, 24.493, 52.598, 1.000051689e+01
1689104972.8648183, 24.487, 52.594, 1.000025558e+01
1689104974.2833135, 24.487, 52.592, 1.000039577e+01
1689104975.7016532, 24.489, 52.59, 1.000039577e+01
1689104977.1202352, 24.493, 52.583, 1.000039959e+01
1689104978.5386302, 24.487, 52.581, 1.000014210e+01
1689104979.9569721, 24.489, 52.581, 1.000027180e+01
1689104981.3756855, 24.492, 52.583, 1.000039291e+01
1689104982.7940266, 24.486, 52.577, 1.000025654e+01
1689104984.2127573, 24.484, 52.575, 1.000026512e+01
1689104985.6308873, 24.48, 52.581, 1.000037861e+01
1689104987.0494149, 24.49, 52.572, 1.000039768e+01
1689104988.4679074, 24.486, 52.567, 1.000031185e+01
1689104989.8864138, 24.483, 52.569, 1.000012302e+01
1689104991.3047602, 24.484, 52.559, 1.000013638e+01
1689104992.7234643, 24.483, 52.553, 1.000016785e+01
1689104994.1417766, 24.484, 52.545, 1.000008678e+01
1689104995.560064, 24.473, 52.544, 1.000017929e+01
1689104996.9786718, 24.476, 52.537, 1.000020599e+01
1689104998.397195, 24.486, 52.531, 1.000016594e+01
1689104999.8156228, 24.473, 52.531, 1.000015259e+01
1689105001.233981, 24.483, 52.522, 1.000026417e+01
1689105002.6524928, 24.473, 52.515, 1.000016022e+01
1689105004.0709987, 24.47, 52.514, 1.000038815e+01
1689105005.4893725, 24.472, 52.51, 1.000065613e+01
1689105006.9078653, 24.47, 52.52, 1.000064945e+01
1689105008.3263645, 24.47, 52.516, 1.000076675e+01
1689105009.7448666, 24.469, 52.511, 1.000065136e+01
1689105011.1632042, 24.464, 52.512, 1.000076675e+01
1689105012.581755, 24.469, 52.52, 1.000064278e+01
1689105014.000215, 24.461, 52.511, 1.000055218e+01
1689105015.4185522, 24.455, 52.513, 1.000070286e+01
1689105016.837049, 24.455, 52.512, 1.000055408e+01
1689105018.255646, 24.455, 52.515, 1.000066185e+01
1689105019.6738925, 24.458, 52.526, 1.000050545e+01
1689105021.0924475, 24.449, 52.523, 1.000035095e+01
1689105022.510917, 24.455, 52.526, 1.000021744e+01
1689105023.9294622, 24.454, 52.531, 1.000008392e+01
1689105025.347983, 24.447, 52.524, 1.000019836e+01
1689105026.7663364, 24.464, 52.533, 1.000016022e+01
1689105028.184805, 24.455, 52.528, 1.000009155e+01
1689105029.603346, 24.454, 52.533, 1.000013447e+01
1689105031.0216281, 24.458, 52.527, 1.000010204e+01
1689105032.4402122, 24.452, 52.531, 1.000032330e+01
1689105033.8584833, 24.452, 52.525, 1.000018120e+01
1689105035.2770073, 24.457, 52.522, 1.000032902e+01
1689105036.6954958, 24.449, 52.523, 1.000014973e+01
1689105038.1138399, 24.45, 52.529, 1.000027466e+01
1689105039.5323415, 24.452, 52.528, 1.000008106e+01
1689105040.9508612, 24.449, 52.522, 1.000032616e+01
1689105042.369385, 24.457, 52.52, 1.000013828e+01
1689105043.7879074, 24.455, 52.523, 1.000027084e+01
1689105045.2062247, 24.455, 52.513, 1.000018311e+01
1689105046.6249268, 24.455, 52.521, 1.000027943e+01
1689105048.0430543, 24.452, 52.512, 1.000022793e+01
1689105049.4615986, 24.446, 52.512, 1.000033474e+01
1689105050.8800945, 24.446, 52.519, 1.000043869e+01
1689105052.2986465, 24.452, 52.514, 1.000056934e+01
1689105053.7169435, 24.45, 52.513, 1.000066757e+01
1689105055.1354408, 24.444, 52.512, 1.000055313e+01
1689105056.5537956, 24.447, 52.508, 1.000065899e+01
1689105057.972513, 24.443, 52.51, 1.000048923e+01
1689105059.3910031, 24.443, 52.503, 1.000041676e+01
1689105060.809339, 24.444, 52.503, 1.000047112e+01
1689105062.2279732, 24.443, 52.511, 1.000044823e+01
1689105063.6461666, 24.449, 52.51, 1.000035667e+01
1689105065.0646813, 24.447, 52.512, 1.000045013e+01
1689105066.4829965, 24.444, 52.505, 1.000037384e+01
1689105067.901509, 24.449, 52.508, 1.000053501e+01
1689105069.3200114, 24.44, 52.497, 1.000039959e+01
1689105070.7384079, 24.435, 52.492, 1.000030708e+01
1689105072.1568644, 24.426, 52.486, 1.000046730e+01
1689105073.575433, 24.426, 52.474, 1.000023079e+01
1689105074.993901, 24.426, 52.475, 1.000046253e+01
1689105076.4122431, 24.434, 52.478, 1.000046921e+01
1689105077.8307247, 24.435, 52.47, 1.000046635e+01
1689105079.2492478, 24.426, 52.466, 1.000047016e+01
1689105080.6676137, 24.429, 52.459, 1.000035191e+01
1689105082.0861027, 24.424, 52.458, 1.000034332e+01
1689105083.504598, 24.429, 52.46, 1.000015068e+01
1689105084.9230797, 24.424, 52.451, 1.000027084e+01
1689105086.3417068, 24.42, 52.448, 1.000019550e+01
1689105087.7599854, 24.421, 52.448, 1.000033760e+01
1689105089.1785157, 24.409, 52.436, 1.000035763e+01
1689105090.597016, 24.415, 52.438, 1.000039101e+01
1689105092.015284, 24.411, 52.431, 1.000029755e+01
1689105093.4338036, 24.42, 52.431, 1.000055695e+01
1689105094.8522615, 24.411, 52.423, 1.000057030e+01
1689105096.2706707, 24.412, 52.424, 1.000041580e+01
1689105097.6891968, 24.415, 52.43, 1.000044441e+01
1689105099.1076837, 24.408, 52.429, 1.000055122e+01
1689105100.526039, 24.412, 52.423, 1.000055695e+01
1689105101.9445484, 24.406, 52.424, 1.000044346e+01
1689105103.362907, 24.412, 52.422, 1.000065422e+01
1689105104.7813723, 24.415, 52.425, 1.000041676e+01
1689105106.1999056, 24.414, 52.429, 1.000053883e+01
1689105107.6184285, 24.404, 52.42, 1.000066948e+01
1689105109.0367663, 24.408, 52.425, 1.000066185e+01
1689105110.4554787, 24.404, 52.413, 1.000062275e+01
1689105111.8737702, 24.404, 52.408, 1.000060463e+01
1689105113.2920969, 24.394, 52.404, 1.000032902e+01
1689105114.7106202, 24.389, 52.405, 1.000035477e+01
1689105116.1291265, 24.391, 52.392, 1.000022888e+01
1689105117.5474622, 24.385, 52.391, 1.000020695e+01
1689105118.9659865, 24.389, 52.383, 1.000029850e+01
1689105120.3847342, 24.382, 52.39, 1.000005245e+01
1689105121.8028245, 24.372, 52.388, 1.000015831e+01
1689105123.2213354, 24.368, 52.384, 1.000015640e+01
1689105124.6398282, 24.377, 52.382, 1.000004005e+01
1689105126.0583324, 24.375, 52.384, 1.000002861e+01
1689105127.4766843, 24.374, 52.381, 1.000013733e+01
1689105128.8955886, 24.374, 52.386, 1.000009918e+01
1689105130.3137155, 24.383, 52.387, 1.000025749e+01
1689105131.732013, 24.383, 52.387, 1.000024128e+01
1689105133.1506305, 24.386, 52.379, 1.000014591e+01
1689105134.5690074, 24.392, 52.379, 1.000027657e+01
1689105135.9874158, 24.374, 52.378, 1.000017834e+01
1689105137.4059312, 24.388, 52.381, 1.000008869e+01
1689105138.8244238, 24.377, 52.38, 1.000034237e+01
1689105140.2429314, 24.374, 52.374, 1.000024700e+01
1689105141.6612823, 24.375, 52.364, 1.000027180e+01
1689105143.0797951, 24.374, 52.362, 1.000019836e+01
1689105144.4982722, 24.378, 52.356, 1.000045395e+01
1689105145.9166176, 24.372, 52.353, 1.000056553e+01
1689105147.3354359, 24.372, 52.351, 1.000068760e+01
1689105148.7536805, 24.371, 52.346, 1.000058270e+01
1689105150.1722097, 24.366, 52.338, 1.000072575e+01
1689105151.5904665, 24.365, 52.322, 1.000071716e+01
1689105153.0090325, 24.365, 52.319, 1.000070477e+01
1689105154.427468, 24.368, 52.307, 1.000069618e+01
1689105155.8458712, 24.363, 52.301, 1.000047684e+01
1689105157.2643802, 24.362, 52.291, 1.000045967e+01
1689105158.6829152, 24.359, 52.292, 1.000042725e+01
1689105160.1012793, 24.366, 52.279, 1.000064659e+01
1689105161.5197296, 24.359, 52.278, 1.000055790e+01
1689105162.938228, 24.365, 52.273, 1.000041008e+01
1689105164.3565974, 24.357, 52.272, 1.000027657e+01
1689105165.775069, 24.355, 52.269, 1.000024986e+01
1689105167.1936047, 24.362, 52.267, 1.000045681e+01
1689105168.6118863, 24.362, 52.27, 1.000025940e+01
1689105170.0304053, 24.36, 52.264, 1.000020981e+01
1689105171.448873, 24.345, 52.256, 1.000020123e+01
1689105172.8674452, 24.359, 52.267, 1.000043774e+01
1689105174.285917, 24.36, 52.257, 1.000031662e+01
1689105175.7042964, 24.349, 52.25, 1.000026321e+01
1689105177.1228046, 24.332, 52.244, 1.000039101e+01
1689105178.54136, 24.346, 52.248, 1.000027370e+01
1689105179.959684, 24.336, 52.24, 1.000038528e+01
1689105181.3781812, 24.342, 52.248, 1.000015163e+01
1689105182.7965038, 24.328, 52.235, 1.000039196e+01
1689105184.2150166, 24.332, 52.235, 1.000019836e+01
1689105185.633518, 24.328, 52.229, 1.000044918e+01
1689105187.0520277, 24.334, 52.237, 1.000024128e+01
1689105188.470382, 24.32, 52.24, 1.000037956e+01
1689105189.8888779, 24.326, 52.233, 1.000029755e+01
1689105191.307252, 24.319, 52.231, 1.000057316e+01
1689105192.7257411, 24.323, 52.232, 1.000044441e+01
1689105194.1442297, 24.32, 52.243, 1.000042248e+01
1689105195.5627248, 24.331, 52.25, 1.000066662e+01
1689105196.9810636, 24.322, 52.247, 1.000051117e+01
1689105198.3995821, 24.323, 52.248, 1.000054169e+01
1689105199.8180768, 24.314, 52.252, 1.000042152e+01
1689105201.2365875, 24.317, 52.252, 1.000054359e+01
1689105202.6551418, 24.313, 52.25, 1.000065613e+01
1689105204.0734174, 24.308, 52.249, 1.000056267e+01
1689105205.491778, 24.314, 52.243, 1.000065994e+01
1689105206.9105015, 24.302, 52.241, 1.000050831e+01
1689105208.3288, 24.297, 52.236, 1.000059795e+01
1689105209.7473059, 24.297, 52.238, 1.000045776e+01
1689105211.1656728, 24.294, 52.238, 1.000066090e+01
1689105212.5841703, 24.287, 52.233, 1.000039864e+01
1689105214.0026999, 24.297, 52.223, 1.000037861e+01
1689105215.421026, 24.294, 52.225, 1.000047970e+01
1689105216.8396854, 24.28, 52.225, 1.000045013e+01
1689105218.258036, 24.285, 52.228, 1.000044727e+01
1689105219.6765547, 24.285, 52.233, 1.000034046e+01
1689105221.0948932, 24.274, 52.235, 1.000043964e+01
1689105222.5133686, 24.277, 52.236, 1.000044823e+01
1689105223.931898, 24.279, 52.241, 1.000002098e+01
1689105225.3502474, 24.27, 52.231, 1.000014400e+01
1689105226.7687736, 24.277, 52.235, 1.000003147e+01
1689105228.1872413, 24.27, 52.235, 1.000003624e+01
1689105229.6055834, 24.268, 52.234, 1.000004101e+01
1689105231.0240884, 24.27, 52.242, 1.000016117e+01
1689105232.4425876, 24.277, 52.237, 1.000020123e+01
1689105233.8609586, 24.27, 52.235, 1.000017071e+01
1689105235.2794676, 24.273, 52.236, 1.000016975e+01
1689105236.697988, 24.26, 52.226, 1.000013733e+01
1689105238.116298, 24.26, 52.231, 1.000015545e+01
1689105239.5347962, 24.259, 52.224, 1.000057507e+01
1689105240.9533327, 24.265, 52.228, 1.000073242e+01
1689105242.3720415, 24.267, 52.218, 1.000055790e+01
1689105243.7901776, 24.267, 52.209, 1.000062370e+01
1689105245.2086635, 24.259, 52.214, 1.000073528e+01
1689105246.627521, 24.254, 52.212, 1.000049782e+01
1689105248.045532, 24.254, 52.198, 1.000072956e+01
1689105249.4640706, 24.251, 52.199, 1.000074959e+01
1689105250.882541, 24.259, 52.199, 1.000064182e+01
1689105252.301042, 24.25, 52.197, 1.000050735e+01
1689105253.7194028, 24.251, 52.205, 1.000060654e+01
1689105255.1379101, 24.248, 52.201, 1.000075340e+01
1689105256.5562637, 24.237, 52.196, 1.000048828e+01
1689105257.9747925, 24.242, 52.189, 1.000071144e+01
1689105259.393313, 24.242, 52.19, 1.000056267e+01
1689105260.8118033, 24.247, 52.19, 1.000052643e+01
1689105262.2300882, 24.228, 52.192, 1.000051689e+01
1689105263.6485732, 24.237, 52.198, 1.000039005e+01
1689105265.0671496, 24.225, 52.193, 1.000042725e+01
1689105266.4854746, 24.237, 52.193, 1.000056934e+01
1689105267.9041748, 24.228, 52.194, 1.000044918e+01
1689105269.3224669, 24.228, 52.198, 1.000045013e+01
1689105270.7408338, 24.233, 52.198, 1.000018978e+01
1689105272.1593351, 24.227, 52.199, 1.000031471e+01
1689105273.5778484, 24.23, 52.195, 1.000007725e+01
1689105274.9963543, 24.218, 52.192, 1.000007915e+01
1689105276.4146855, 24.23, 52.193, 1.000020885e+01
1689105277.8331966, 24.225, 52.2, 1.000007534e+01
1689105279.2516894, 24.227, 52.199, 1.000030708e+01
1689105280.670034, 24.213, 52.187, 1.000009823e+01
1689105282.0885692, 24.214, 52.194, 1.000036526e+01
1689105283.5070438, 24.221, 52.19, 1.000038338e+01
1689105284.9253757, 24.213, 52.185, 1.000017834e+01
1689105286.3439093, 24.205, 52.197, 1.000017071e+01
1689105287.7624345, 24.204, 52.194, 1.000018597e+01
1689105289.1809356, 24.202, 52.19, 1.000022030e+01
1689105290.5991924, 24.205, 52.19, 1.000030231e+01
1689105292.0177581, 24.199, 52.205, 1.000024605e+01
1689105293.4362662, 24.205, 52.207, 1.000030518e+01
1689105294.8546233, 24.204, 52.21, 1.000036716e+01
1689105296.2731166, 24.205, 52.208, 1.000036526e+01
1689105297.6916447, 24.201, 52.217, 1.000047016e+01
1689105299.1099834, 24.195, 52.208, 1.000046062e+01
1689105300.5284913, 24.202, 52.216, 1.000024128e+01
1689105301.9470198, 24.192, 52.217, 1.000074291e+01
1689105303.3653517, 24.193, 52.221, 1.000075817e+01
1689105304.7839017, 24.195, 52.214, 1.000061321e+01
1689105306.2023776, 24.193, 52.219, 1.000069237e+01
1689105307.6209247, 24.198, 52.221, 1.000067425e+01
1689105309.0392005, 24.195, 52.224, 1.000053692e+01
1689105310.4576976, 24.192, 52.217, 1.000049973e+01
1689105311.8762105, 24.184, 52.212, 1.000047588e+01
1689105313.2945478, 24.182, 52.219, 1.000035191e+01
1689105314.7130578, 24.187, 52.208, 1.000031281e+01
1689105316.1315904, 24.188, 52.217, 1.000054455e+01
1689105317.549956, 24.185, 52.221, 9.999810219e+00
1689105318.9683845, 24.182, 52.222, 9.999717712e+00
1689105320.3871222, 24.187, 52.221, 9.999737740e+00
1689105321.8052964, 24.181, 52.225, 9.999716759e+00
1689105323.2237847, 24.188, 52.223, 9.999587059e+00
1689105324.6422963, 24.19, 52.228, 9.999577522e+00
1689105326.060807, 24.185, 52.226, 9.999589920e+00
1689105327.4791422, 24.182, 52.219, 9.999673843e+00
1689105328.8976486, 24.178, 52.216, 9.999588966e+00
1689105330.3161588, 24.178, 52.212, 9.999750137e+00
1689105331.734514, 24.181, 52.217, 9.999886513e+00
1689105333.1529865, 24.192, 52.213, 1.000044727e+01
1689105334.571502, 24.182, 52.211, 1.000046921e+01
1689105335.9898694, 24.188, 52.209, 1.000036526e+01
1689105337.4083457, 24.182, 52.205, 1.000049973e+01
1689105338.826882, 24.185, 52.21, 1.000064754e+01
1689105340.2454515, 24.195, 52.205, 1.000065994e+01
1689105341.6639173, 24.192, 52.205, 1.000044346e+01
1689105343.0822418, 24.19, 52.198, 1.000066757e+01
1689105344.500692, 24.176, 52.192, 1.000043297e+01
1689105345.919083, 24.182, 52.185, 1.000055313e+01
1689105347.3375838, 24.179, 52.184, 1.000054932e+01
1689105348.756325, 24.182, 52.185, 1.000064373e+01
1689105350.1745305, 24.184, 52.183, 1.000058079e+01
1689105351.5929534, 24.179, 52.176, 1.000070477e+01
1689105353.011479, 24.184, 52.177, 1.000056934e+01
1689105354.4299397, 24.175, 52.173, 1.000068378e+01
1689105355.8483145, 24.181, 52.173, 1.000051498e+01
1689105357.2668283, 24.179, 52.165, 1.000072861e+01
1689105358.685245, 24.178, 52.165, 1.000059891e+01
1689105360.1037474, 24.182, 52.173, 1.000057316e+01
1689105361.5221798, 24.179, 52.169, 1.000066185e+01
1689105362.9406736, 24.185, 52.161, 1.000046635e+01
1689105364.3590086, 24.181, 52.152, 1.000039768e+01
1689105365.7774937, 24.187, 52.153, 1.000038242e+01
1689105367.1961079, 24.184, 52.148, 1.000015068e+01
1689105368.6145487, 24.178, 52.148, 1.000041008e+01
1689105370.0330775, 24.188, 52.141, 1.000017548e+01
1689105371.4513764, 24.184, 52.135, 1.000028896e+01
1689105372.869895, 24.181, 52.125, 1.000039768e+01
1689105374.2882562, 24.179, 52.123, 1.000038910e+01
1689105375.7067423, 24.185, 52.124, 1.000039005e+01
1689105377.1255827, 24.176, 52.108, 1.000018120e+01
1689105378.543609, 24.181, 52.109, 1.000030613e+01
1689105379.9621198, 24.179, 52.097, 1.000016499e+01
